instances,source,feature_lanes_count,feature_vehicles_count,feature_vehicles_density,feature_episode_duration,feature_ego_spacing,feature_policy_frequency,feature_simulation_frequency,feature_collision_reward,feature_right_lane_reward,feature_high_speed_reward,feature_lane_change_reward,feature_reward_speed_min,feature_reward_speed_max,feature_observation_vehicles_count,feature_traffic_intensity_index,feature_vehicles_per_second,feature_action_space_size,feature_action_branching_factor,feature_observation_space_dim,feature_random_episodes,feature_random_total_steps,feature_random_mean_episode_return,feature_random_std_episode_return,feature_random_mean_episode_length,feature_random_std_episode_length,feature_random_collision_rate,feature_random_timeout_rate,feature_random_mean_speed,feature_random_std_speed,feature_random_action_entropy,feature_random_obs_mean,feature_random_obs_std,feature_random_obs_mean_abs,feature_random_obs_zero_fraction,feature_random_obs_flat_dim,feature_random_return_min,feature_random_return_max,feature_random_return_median,feature_random_return_p10,feature_random_return_p90,feature_random_length_min,feature_random_length_max,feature_random_speed_min,feature_random_speed_max,feature_random_return_per_step,feature_random_reward_snr,feature_random_speed_cv,feature_random_safety_index,feature_random_timeout_pressure,feature_random_safety_vs_speed,feature_idm_episodes,feature_idm_total_steps,feature_idm_mean_episode_return,feature_idm_std_episode_return,feature_idm_mean_episode_length,feature_idm_std_episode_length,feature_idm_collision_rate,feature_idm_timeout_rate,feature_idm_mean_speed,feature_idm_std_speed,feature_idm_action_entropy,feature_idm_obs_mean,feature_idm_obs_std,feature_idm_obs_mean_abs,feature_idm_obs_zero_fraction,feature_idm_obs_flat_dim,feature_idm_return_min,feature_idm_return_max,feature_idm_return_median,feature_idm_return_p10,feature_idm_return_p90,feature_idm_length_min,feature_idm_length_max,feature_idm_speed_min,feature_idm_speed_max,feature_idm_return_per_step,feature_idm_reward_snr,feature_idm_speed_cv,feature_idm_safety_index,feature_idm_timeout_pressure,feature_idm_safety_vs_speed,feature_idm_return_gain,feature_idm_return_ratio,feature_idm_collision_reduction,feature_idm_timeout_reduction,feature_idm_speed_gain,feature_random_reward_stochasticity,feature_stability_gap,feature_action_entropy_random,feature_obs_complexity,feature_difficulty_index,feature_safety_gap,feature_speed_safety_tradeoff,feature_timeout_sensitivity,algo_a2c_mean_reward,algo_ppo_mean_reward,algo_dqn_mean_reward
42,highway-fast-v0_Kinematics,2.0,20.0,1.5,30.0,2.8,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,15.0,15.0,0.6666666666666666,5.0,5.0,75.0,10.0,45.0,3.0195257927694525,1.6431915743274221,4.5,1.9621416870348585,1.0,0.0,24.202855297586208,4.980586204522279,1.599230130511492,0.2670059430671461,0.4219245187807248,0.31026954327207623,0.37018181818181817,75.0,0.999378051675284,6.266026033409858,3.0987238203574234,0.999378051675284,4.902440534104561,2.0,8.0,8.369136572048241,29.988581708697392,0.671005731726545,1.8375970290672594,0.20578505872544478,0.0,0.0,0.0,5.0,150.0,20.060126836630335,0.0,30.0,0.0,0.0,1.0,16.17864955128972,1.804340677397457,3.4011973816621555,0.26568013837260585,0.3898591223641267,0.2684938188778457,0.4843010752688172,75.0,20.060126836630335,20.060126836630335,20.060126836630335,20.060126836630335,20.060126836630335,30.0,30.0,13.945613820302547,22.056957006711254,0.6686708945543445,20060126.836630337,0.1115260306585718,1.0,1.0,16.17864955128972,17.04060104386088,6.643467077247414,1.0,-1.0,-8.024205746296488,0.5441884398118945,1.6431915743274221,1.599230130511492,75,8.162826597178418,1.0,16.17864955128972,0.0,5.953554500540911,4.887429396499021,5.7715634289540985
43,highway-fast-v0_GrayscaleObservation,2.0,20.0,1.5,30.0,2.8,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,15.0,0.6666666666666666,5.0,5.0,32768.0,10.0,38.0,2.402931676543336,0.8557264134804171,3.8,0.9797958971132713,1.0,0.0,22.6516678942069,6.4374165325754795,1.5619669609942617,72.71959622701009,55.902699758482164,72.71959622701009,0.3125,32768.0,1.066043943571492,3.713118245382063,2.485705604046227,1.5024068634929515,3.5923469110681068,2.0,5.0,8.371796982167352,29.99849635670089,0.6323504411956148,2.808057377489083,0.28419171067001736,0.0,0.0,0.0,5.0,150.0,20.060126836630335,0.0,30.0,0.0,0.0,1.0,16.17864955128972,1.804340677397457,3.4011973816621555,100.71189338930192,39.03228120993519,100.71189338930192,0.04838709677419355,32768.0,20.060126836630335,20.060126836630335,20.060126836630335,20.060126836630335,20.060126836630335,30.0,30.0,13.945613820302547,22.056957006711254,0.6686708945543445,20060126.836630337,0.1115260306585718,1.0,1.0,16.17864955128972,17.657195160087,8.348185129134455,1.0,-1.0,-6.473018342917179,0.3561175149989618,0.8557264134804171,1.5619669609942617,32768,5.341762724984427,1.0,16.17864955128972,0.0,5.953554500540911,5.893524050558268,3.046491675870038
44,highway-fast-v0_TimeToCollision,2.0,20.0,1.5,30.0,2.8,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,15.0,0.6666666666666666,5.0,5.0,90.0,10.0,59.0,3.8659471542557093,1.9508267835533144,5.9,2.7367864366808017,1.0,0.0,22.26979482302026,5.4442859628291815,1.5852015338721277,0.6395330112721417,0.44447668585942135,0.6395330112721417,0.29452495974235104,90.0,0.999378051675284,7.218690373339188,3.9141388273672315,1.0593773543818712,6.260067463438473,2.0,10.0,8.19241769894622,29.99849635670089,0.6552452803823235,1.9816957636384087,0.24446950506844925,0.0,0.0,0.0,5.0,150.0,20.060126836630335,0.0,30.0,0.0,0.0,1.0,16.17864955128972,1.804340677397457,3.4011973816621555,0.6413978494623656,0.44418527100462724,0.6413978494623656,0.2931899641577061,90.0,20.060126836630335,20.060126836630335,20.060126836630335,20.060126836630335,20.060126836630335,30.0,30.0,13.945613820302547,22.056957006711254,0.6686708945543445,20060126.836630337,0.1115260306585718,1.0,1.0,16.17864955128972,16.194179682374624,5.188928054957945,1.0,-1.0,-6.091145271730539,0.5046179373631297,1.9508267835533144,1.5852015338721277,90,7.569269060446945,1.0,16.17864955128972,0.0,5.953554500540911,5.117753303265805,5.9100119538252
45,highway-fast-v0_Kinematics,2.0,25.0,1.45,40.0,2.8,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,15.0,18.125,0.625,5.0,5.0,75.0,10.0,58.0,3.588209958492638,2.031776674644721,5.8,2.993325909419153,1.0,0.0,21.023756897086756,4.271948935485994,1.5421230682323654,0.2610795787736481,0.40941129960562217,0.2907937356537464,0.40705882352941175,75.0,0.999378051675284,6.886887821815883,3.7089544297961194,1.016413736864129,6.331085363532607,2.0,11.0,8.195117954745033,29.34156378600823,0.6186568893952824,1.7660445841448065,0.20319625808086164,0.0,0.0,0.0,5.0,200.0,26.739359540547326,0.0,40.0,0.0,0.0,1.0,16.708903677223592,1.590735820230889,3.6888794541139363,0.27251768654924097,0.3940718329844291,0.2766106693919112,0.4721951219512195,75.0,26.739359540547326,26.739359540547326,26.739359540547326,26.739359540547326,26.739359540547326,40.0,40.0,14.394124541086994,22.241693501671808,0.6684839885136832,26739359.540547326,0.09520287840287152,1.0,1.0,16.708903677223592,23.15114958205469,7.4520031987696145,1.0,-1.0,-4.3148532198631635,0.5662366840042884,2.031776674644721,1.5421230682323654,75,10.263039897577727,1.0,16.708903677223592,0.0,6.686887835462177,5.964950890002035,6.44685248526535
46,highway-fast-v0_GrayscaleObservation,2.0,25.0,1.45,40.0,2.8,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,18.125,0.625,5.0,5.0,32768.0,10.0,45.0,2.937466582489679,1.849205359776964,4.5,2.539685019840059,1.0,0.0,23.154270651704742,5.444223114545226,1.535723168586282,76.92389692826704,54.60758366367494,76.92389692826704,0.2727272727272727,32768.0,0.9824417009602195,6.286887138528238,2.8994743425675114,0.9976844166037776,5.229870201173738,2.0,10.0,8.195117954745033,29.988581708697392,0.652770351664373,1.5885012329526986,0.23512823881654651,0.0,0.0,0.0,5.0,200.0,26.739359540547326,0.0,40.0,0.0,0.0,1.0,16.708903677223592,1.590735820230889,3.6888794541139363,101.95948754287348,37.61689299895941,101.95948754287348,0.036585365853658534,32768.0,26.739359540547326,26.739359540547326,26.739359540547326,26.739359540547326,26.739359540547326,40.0,40.0,14.394124541086994,22.241693501671808,0.6684839885136832,26739359.540547326,0.09520287840287152,1.0,1.0,16.708903677223592,23.801892958057646,9.102861151537926,1.0,-1.0,-6.44536697448115,0.6295236654865999,1.849205359776964,1.535723168586282,32768,11.410116436944623,1.0,16.708903677223592,0.0,6.686887835462177,6.366857030233025,3.046491675870038
47,highway-fast-v0_TimeToCollision,2.0,25.0,1.45,40.0,2.8,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,18.125,0.625,5.0,5.0,90.0,10.0,43.0,2.986039040606212,1.1317572777136427,4.3,1.2688577540449522,1.0,0.0,25.808243995701233,5.359510846484205,1.4437157564121055,0.6616352201257861,0.4397395944883752,0.6616352201257861,0.27735849056603773,90.0,0.9824417009602195,4.246496956153778,3.679804960626051,0.9976844166037776,3.826456116459234,2.0,6.0,10.259730807370902,29.99849635670089,0.6944276838619098,2.6384070692538284,0.20766661380411242,0.0,0.0,0.0,5.0,200.0,26.739359540547326,0.0,40.0,0.0,0.0,1.0,16.708903677223592,1.590735820230889,3.6888794541139363,0.6407859078590786,0.4470959352340016,0.6407859078590786,0.2986449864498645,90.0,26.739359540547326,26.739359540547326,26.739359540547326,26.739359540547326,26.739359540547326,40.0,40.0,14.394124541086994,22.241693501671808,0.6684839885136832,26739359.540547326,0.09520287840287152,1.0,1.0,16.708903677223592,23.753320499941115,8.954789345396328,1.0,-1.0,-9.09934031847764,0.3790161090686106,1.1317572777136427,1.4437157564121055,90,6.869666976868567,1.0,16.708903677223592,0.0,6.686887835462177,6.042609920005721,5.0889426322053195
48,highway-fast-v0_Kinematics,2.0,25.0,1.6,35.0,2.7,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,15.0,20.0,0.7142857142857143,5.0,5.0,75.0,10.0,42.0,2.4117049446263565,1.4986138395499955,4.2,2.181742422927143,1.0,0.0,20.935158161579345,3.712447366736815,1.5713045189349666,0.2760086245414538,0.42043985222579516,0.3131172771942921,0.3433333333333333,75.0,0.8666666666666666,5.553553701568344,2.1447291746100707,0.9419079978926508,4.472379163795223,2.0,9.0,10.24259829562086,29.913292350420836,0.5742154630062754,1.6092893790845846,0.17733074480513042,0.0,0.0,0.0,5.0,175.0,23.377966160398902,0.0,35.0,0.0,0.0,1.0,15.805812025184222,1.838821355533001,3.5553480614894135,0.27835905569571034,0.39431413292803774,0.2831573479263871,0.45222222222222225,75.0,23.377966160398902,23.377966160398902,23.377966160398902,23.377966160398902,23.377966160398902,35.0,35.0,13.04156871135813,21.673731014958488,0.6679418902971115,23377966.160398904,0.11633829608151834,1.0,1.0,15.805812025184222,20.966261215772544,9.693539219608644,1.0,-1.0,-5.129346136395123,0.621391609905483,1.4986138395499955,1.5713045189349666,75,12.42783219810966,1.0,15.805812025184222,0.0,4.486887821815882,4.193544561043996,4.213409452897645
49,highway-fast-v0_GrayscaleObservation,2.0,25.0,1.6,35.0,2.7,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,20.0,0.7142857142857143,5.0,5.0,32768.0,10.0,45.0,2.8568366277737796,1.2761658417847181,4.5,1.6881943016134133,1.0,0.0,23.391596287562653,4.342017192394413,1.578207530040121,76.92602594549005,54.64328585973882,76.92602594549005,0.2727272727272727,32768.0,0.8666666666666666,4.53595002509018,3.28096106262044,0.9261069131744224,4.0535950025090175,2.0,7.0,10.06332097257768,29.99849635670089,0.6348525839497288,2.2386074721848255,0.1856229456678903,0.0,0.0,0.0,5.0,175.0,23.377966160398902,0.0,35.0,0.0,0.0,1.0,15.805812025184222,1.838821355533001,3.5553480614894135,101.42490980360243,38.27862236445003,101.42490980360243,0.041666666666666664,32768.0,23.377966160398902,23.377966160398902,23.377966160398902,23.377966160398902,23.377966160398902,35.0,35.0,13.04156871135813,21.673731014958488,0.6679418902971115,23377966.160398904,0.11633829608151834,1.0,1.0,15.805812025184222,20.52112953262512,8.18316236565969,1.0,-1.0,-7.58578426237843,0.44670576632637804,1.2761658417847181,1.578207530040121,32768,8.93411532652756,1.0,15.805812025184222,0.0,4.486887821815882,4.426887743124462,2.3131583425367053
50,highway-fast-v0_TimeToCollision,2.0,25.0,1.6,35.0,2.7,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,20.0,0.7142857142857143,5.0,5.0,90.0,10.0,34.0,1.9687300989266496,1.2776624606847236,3.4,1.6248076809271923,1.0,0.0,21.95262996329673,5.362445282083647,1.5685861929525515,0.6310606060606061,0.4483357399548298,0.6310606060606061,0.3053030303030303,90.0,0.8666666666666666,4.066367459182336,1.2590436191411654,0.8666666666666666,3.964515446388571,2.0,6.0,10.24259829562086,29.913292350420836,0.5790382643901911,1.5408831507724035,0.24427346731465957,0.0,0.0,0.0,5.0,175.0,23.377966160398902,0.0,35.0,0.0,0.0,1.0,15.805812025184222,1.838821355533001,3.5553480614894135,0.6975308641975309,0.42312777413558206,0.6975308641975309,0.23858024691358024,90.0,23.377966160398902,23.377966160398902,23.377966160398902,23.377966160398902,23.377966160398902,35.0,35.0,13.04156871135813,21.673731014958488,0.6679418902971115,23377966.160398904,0.11633829608151834,1.0,1.0,15.805812025184222,21.409236061472253,11.874636497155223,1.0,-1.0,-6.146817938112507,0.6489776391409188,1.2776624606847236,1.5685861929525515,90,12.979552782818375,1.0,15.805812025184222,0.0,4.486887821815882,4.591436522028209,3.872707023092604
51,highway-fast-v0_Kinematics,2.0,25.0,1.7,35.0,2.6,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,15.0,21.25,0.7142857142857143,5.0,5.0,75.0,10.0,37.0,2.2756939385271853,1.0874086051400715,3.7,1.4866068747318506,1.0,0.0,23.00220793552138,5.601349539653277,1.5806286229606266,0.2967899787848723,0.42945845298121665,0.3396594487183483,0.30836879432624115,75.0,0.9327113850086175,4.286582547133606,2.713462830304775,0.9327113850086175,3.30865825471336,2.0,7.0,10.257177570171283,29.988581708697392,0.6150524158181582,2.092766081677243,0.243513549301056,0.0,0.0,0.0,5.0,175.0,23.367294054056998,0.0,35.0,0.0,0.0,1.0,15.334130807653269,1.9840826349382057,3.5553480614894135,0.2994905768500434,0.4023311924434545,0.3045805408336498,0.41444444444444445,75.0,23.367294054056998,23.367294054056998,23.367294054056998,23.367294054056998,23.367294054056998,35.0,35.0,12.161885647051239,21.273527027137177,0.6676369729730571,23367294.054057,0.12938995567704392,1.0,1.0,15.334130807653269,21.091600115529815,10.268201444074114,1.0,-1.0,-7.668077127868111,0.4778358411447868,1.0874086051400715,1.5806286229606266,75,10.154011624326719,1.0,15.334130807653269,0.0,4.486887730247682,3.6189702982436684,4.226830981875545
52,highway-fast-v0_GrayscaleObservation,2.0,25.0,1.7,35.0,2.6,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,21.25,0.7142857142857143,5.0,5.0,32768.0,10.0,45.0,2.8593848063273515,1.1710615381134915,4.5,1.746424919657298,1.0,0.0,22.62838572563972,5.327249930270995,1.5970041896908889,76.930224609375,54.66043093060887,76.930224609375,0.2727272727272727,32768.0,0.9327113850086175,4.9523560055330424,2.8798250092033726,1.4303534421873536,4.335551105050516,2.0,8.0,9.557333333333332,29.988581708697392,0.6354188458505226,2.441701201486337,0.23542332004759342,0.0,0.0,0.0,5.0,175.0,23.367294054056998,0.0,35.0,0.0,0.0,1.0,15.334130807653269,1.9840826349382057,3.5553480614894135,101.42785051133897,38.29293632170545,101.42785051133897,0.041666666666666664,32768.0,23.367294054056998,23.367294054056998,23.367294054056998,23.367294054056998,23.367294054056998,35.0,35.0,12.161885647051239,21.273527027137177,0.6676369729730571,23367294.054057,0.12938995567704392,1.0,1.0,15.334130807653269,20.507909247729646,8.172137527698784,1.0,-1.0,-7.294254917986452,0.40955002837396914,1.1710615381134915,1.5970041896908889,32768,8.702938102946844,1.0,15.334130807653269,0.0,4.425131900343705,4.486887730247682,2.153097444983092
53,highway-fast-v0_TimeToCollision,2.0,25.0,1.7,35.0,2.6,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,21.25,0.7142857142857143,5.0,5.0,90.0,10.0,40.0,2.4348540377975945,1.2621140679006384,4.0,1.7888543819998317,1.0,0.0,22.31804454143505,5.045319619632173,1.599587857256495,0.6707777777777778,0.43512636166668167,0.6707777777777778,0.26622222222222225,90.0,0.8666666666666666,4.41991242120963,2.7466439197540735,0.9261069131744224,4.240189573532472,2.0,7.0,11.681953029593126,29.988581708697392,0.6087135094493986,1.9291854599657483,0.2260645812495174,0.0,0.0,0.0,5.0,175.0,23.367294054056998,0.0,35.0,0.0,0.0,1.0,15.334130807653269,1.9840826349382057,3.5553480614894135,0.7134259259259259,0.41746810783129457,0.7134259259259259,0.22623456790123456,90.0,23.367294054056998,23.367294054056998,23.367294054056998,23.367294054056998,23.367294054056998,35.0,35.0,12.161885647051239,21.273527027137177,0.6676369729730571,23367294.054057,0.12938995567704392,1.0,1.0,15.334130807653269,20.932440016259402,9.596995998247795,1.0,-1.0,-6.983913733781781,0.5183528580996187,1.2621140679006384,1.599587857256495,90,11.014998234616899,1.0,15.334130807653269,0.0,4.486887730247682,4.153162090342022,4.296478044304981
54,highway-fast-v0_Kinematics,2.0,25.0,1.8,35.0,2.5,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,15.0,22.5,0.7142857142857143,5.0,5.0,75.0,10.0,52.0,3.255658960318892,0.6878813810721816,5.2,1.32664991614216,1.0,0.0,22.090805851465703,5.0258064239522175,1.5204082953702422,0.3239206822713216,0.4310163386574893,0.36198108262913203,0.29333333333333333,75.0,2.046334030134951,4.220215087951271,3.311266286111894,2.5867499502877926,4.15994642702678,3.0,7.0,8.212566134443161,29.988581708697392,0.6260882615997869,4.732871563368717,0.22750669351937955,0.0,0.0,0.0,5.0,175.0,23.35621481310255,0.0,35.0,0.0,0.0,1.0,14.894145887220855,2.1455713798490605,3.5553480614894135,0.3070843293931749,0.4041160224773622,0.3123740464669687,0.3996296296296296,75.0,23.35621481310255,23.35621481310255,23.35621481310255,23.35621481310255,23.35621481310255,35.0,35.0,11.326215953733062,20.858055491345404,0.6673204232315014,23356214.81310255,0.14405466765538322,1.0,1.0,14.894145887220855,20.100555852783657,7.174033866489794,1.0,-1.0,-7.196659964244848,0.21128784622974064,0.6878813810721816,1.5204082953702422,75,4.753976540169164,1.0,14.894145887220855,0.0,3.753553701568343,3.1207920545571795,4.243143626666468
55,highway-fast-v0_GrayscaleObservation,2.0,25.0,1.8,35.0,2.5,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,22.5,0.7142857142857143,5.0,5.0,32768.0,10.0,45.0,2.723733982758934,1.2013579131093113,4.5,1.6881943016134133,1.0,0.0,21.203131175535255,5.029695733744522,1.5711047513069272,76.92297141335227,54.66544398260741,76.92297141335227,0.2727272727272727,32768.0,0.8666666666666666,3.849153745065268,3.307002187407858,0.9261069131744224,3.6430728662234912,2.0,6.0,10.237292640118513,29.34156378600823,0.6052742183908743,2.2672108668253603,0.23721475167465686,0.0,0.0,0.0,5.0,175.0,23.35621481310255,0.0,35.0,0.0,0.0,1.0,14.894145887220855,2.1455713798490605,3.5553480614894135,101.42686208089192,38.293003449180766,101.42686208089192,0.041666666666666664,32768.0,23.35621481310255,23.35621481310255,23.35621481310255,23.35621481310255,23.35621481310255,35.0,35.0,11.326215953733062,20.858055491345404,0.6673204232315014,23356214.81310255,0.14405466765538322,1.0,1.0,14.894145887220855,20.632480830343617,8.57506877906473,1.0,-1.0,-6.3089852883144,0.44107004562258406,1.2013579131093113,1.5711047513069272,32768,9.924076026508141,1.0,14.894145887220855,0.0,3.753553701568343,3.753553701568343,2.044083252891666
56,highway-fast-v0_TimeToCollision,2.0,25.0,1.8,35.0,2.5,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,22.5,0.7142857142857143,5.0,5.0,90.0,10.0,37.0,2.245316387272807,1.0181959754098187,3.7,1.5524174696260022,1.0,0.0,23.11168131743123,5.4519431398056115,1.5622611595232863,0.6963356973995272,0.4257362426434514,0.6963356973995272,0.24326241134751772,90.0,0.8666666666666666,4.086887730247684,1.9798984302198632,0.9261069131744224,3.7532018083861787,2.0,7.0,10.389830818472793,29.988581708697392,0.6068422668304884,2.2051886241059395,0.23589555554307967,0.0,0.0,0.0,5.0,175.0,23.35621481310255,0.0,35.0,0.0,0.0,1.0,14.894145887220855,2.1455713798490605,3.5553480614894135,0.7229938271604939,0.4148616309101169,0.7229938271604939,0.22067901234567902,90.0,23.35621481310255,23.35621481310255,23.35621481310255,23.35621481310255,23.35621481310255,35.0,35.0,11.326215953733062,20.858055491345404,0.6673204232315014,23356214.81310255,0.14405466765538322,1.0,1.0,14.894145887220855,21.110898425829742,10.402188548261911,1.0,-1.0,-8.217535430210376,0.45347529983123375,1.0181959754098187,1.5622611595232863,90,10.20319424620276,1.0,14.894145887220855,0.0,3.753553701568343,3.8514997254639005,2.5087672949584245
57,highway-fast-v0_Kinematics,2.0,30.0,1.75,40.0,2.5,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,15.0,26.25,0.75,5.0,5.0,75.0,10.0,39.0,2.3474406696574834,1.0620198378914723,3.9,1.5132745950421556,1.0,0.0,22.438400695983358,4.888245235217705,1.5951297626534067,0.30750694326802985,0.4291257951169416,0.34783986305703923,0.30122448979591837,75.0,0.8666666666666666,3.9333386136170727,2.318311026835148,0.9708641975308643,3.6491777960034595,2.0,6.0,10.239643475241945,29.913292350420836,0.6019078640147394,2.2103527406468535,0.2178517570657779,0.0,0.0,0.0,5.0,200.0,26.69513572889978,0.0,40.0,0.0,0.0,1.0,15.206256614495128,1.9572202412291746,3.6888794541139363,0.3040422920289078,0.40419092181386085,0.3103537229212319,0.4045528455284553,75.0,26.69513572889978,26.69513572889978,26.69513572889978,26.69513572889978,26.69513572889978,40.0,40.0,11.736947169275918,21.06758983374115,0.6673783932224945,26695135.72889978,0.12871150093915842,1.0,1.0,15.206256614495128,24.347695059242294,11.372012380096702,1.0,-1.0,-7.232144081488229,0.45241585834438736,1.0620198378914723,1.5951297626534067,75,11.875916281540167,1.0,15.206256614495128,0.0,3.7535543969143506,3.671528141771583,3.670651529868458
58,highway-fast-v0_GrayscaleObservation,2.0,30.0,1.75,40.0,2.5,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,26.25,0.75,5.0,5.0,32768.0,10.0,38.0,2.2611024394348247,1.2115641354879387,3.8,1.7204650534085253,1.0,0.0,22.600785432356727,4.375516669608058,1.5619669609942617,72.72635332743327,55.96382742829339,72.72635332743327,0.3125,32768.0,0.8666666666666666,4.1535537015683435,2.609519938798189,0.8666666666666666,3.8953914575960127,2.0,7.0,9.554625973451845,29.913292350420836,0.5950269577460066,1.8662656865940612,0.1936001954048727,0.0,0.0,0.0,5.0,200.0,26.69513572889978,0.0,40.0,0.0,0.0,1.0,15.206256614495128,1.9572202412291746,3.6888794541139363,101.96745635241997,37.68752718722711,101.96745635241997,0.036585365853658534,32768.0,26.69513572889978,26.69513572889978,26.69513572889978,26.69513572889978,26.69513572889978,40.0,40.0,11.736947169275918,21.06758983374115,0.6673783932224945,26695135.72889978,0.12871150093915842,1.0,1.0,15.206256614495128,24.434033289464953,11.806242590817682,1.0,-1.0,-7.394528817861598,0.5358287083897302,1.2115641354879387,1.5619669609942617,32768,14.065503595230417,1.0,15.206256614495128,0.0,3.7535543969143506,3.7535543969143506,2.0467961636381076
59,highway-fast-v0_TimeToCollision,2.0,30.0,1.75,40.0,2.5,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,26.25,0.75,5.0,5.0,90.0,10.0,45.0,2.8804792755442983,0.9240123037077878,4.5,1.284523257866513,1.0,0.0,22.80721477466077,5.956018419253727,1.579610283537347,0.6981818181818182,0.4258286363646876,0.6981818181818182,0.24303030303030304,90.0,0.9327113850086175,3.849452952549598,3.079997301664729,1.4303534421873536,3.820238281671736,2.0,6.0,8.368733097527807,29.988581708697392,0.6401065056765107,3.1173569298037163,0.26114623012735166,0.0,0.0,0.0,5.0,200.0,26.69513572889978,0.0,40.0,0.0,0.0,1.0,15.206256614495128,1.9572202412291746,3.6888794541139363,0.7178861788617886,0.41770424054970257,0.7178861788617886,0.22601626016260162,90.0,26.69513572889978,26.69513572889978,26.69513572889978,26.69513572889978,26.69513572889978,40.0,40.0,11.736947169275918,21.06758983374115,0.6673783932224945,26695135.72889978,0.12871150093915842,1.0,1.0,15.206256614495128,23.81465645335548,9.267598863823304,1.0,-1.0,-7.600958160165643,0.3207841107445825,0.9240123037077878,1.579610283537347,90,8.420582907045292,1.0,15.206256614495128,0.0,3.7535543969143506,3.82679267693466,4.139877390269231
60,highway-fast-v0_Kinematics,2.0,30.0,1.85,40.0,2.4,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,15.0,27.75,0.75,5.0,5.0,75.0,10.0,39.0,2.4477013557801413,0.6663706925931663,3.9,0.8306623862918076,1.0,0.0,22.71732427790438,5.5627731086473515,1.5552892191378023,0.3171108946508291,0.44218229886801297,0.37117959522065663,0.21931972789115647,75.0,0.9824417009602195,3.1999999999999997,2.5897537743233627,1.375326473782514,3.0821154926000585,2.0,5.0,8.215676968845084,29.988581708697392,0.6276157322513183,3.6731772717640236,0.24486919303206386,0.0,0.0,0.0,5.0,200.0,26.68419880532028,0.0,40.0,0.0,0.0,1.0,14.762836579975605,2.10249525031925,3.6888794541139363,0.30691841559681465,0.40418379800663917,0.3130490236359883,0.3983739837398374,75.0,26.68419880532028,26.68419880532028,26.68419880532028,26.68419880532028,26.68419880532028,40.0,40.0,10.91699359351939,20.65745519950987,0.667104970133007,26684198.805320278,0.14241809807425412,1.0,1.0,14.762836579975605,24.23649744954014,10.90173351441474,1.0,-1.0,-7.954487697928773,0.2722433514105836,0.6663706925931663,1.5552892191378023,75,7.554753001643695,1.0,14.762836579975605,0.0,3.753553701568343,3.348245103506804,4.120101041074342
61,highway-fast-v0_GrayscaleObservation,2.0,30.0,1.85,40.0,2.4,1.0,5.0,-1.0,0.1,0.4,0.0,20.0,30.0,,27.75,0.75,5.0,5.0,32768.0,10.0,42.0,2.5589897918382274,0.8735964558853723,4.2,1.2489995996796797,1.0,0.0,22.05755406589198,5.2198076622580665,1.5088453718124408,75.27136582594652,55.242672019162164,75.27136582594652,0.28846153846153844,32768.0,0.8666666666666666,3.4868870349016765,2.780821993373868,1.4824691358024689,3.48661362172182,2.0,6.0,10.389830818472793,29.988581708697392,0.6092832837710065,2.929255087224065,0.2366448886408791,0.0,0.0,0.0,5.0,200.0,26.68419880532028,0.0,40.0,0.0,0.0,1.0,14.762836579975605,2.10249525031925,3.6888794541139363,101.96097546088987,37.67213563029815,101.96097546088987,0.036585365853658534,32768.0,26.68419880532028,26.68419880532028,26.68419880532028,26.68419880532028,26.68419880532028,40.0,40.0,10.91699359351939,20.65745519950987,0.667104970133007,26684198.805320278,0.14241809807425412,1.0,1.0,14.762836579975605,24.12520901348205,10.427625957243844,1.0,-1.0,-7.294717485916376,0.3413831963255453,0.8735964558853723,1.5088453718124408,32768,9.473383698033883,1.0,14.762836579975605,0.0,3.753553701568343,3.6935491638245046,2.0467961636381076
